id_group,company_name,stock_code
16,CTCP Than Đèo Nai – VinacominCTCP Than Đèo Nai – Vinacomin - HNX,TDN
16,CTCP Than Hà Tu – Vinacomin - HNX,THT
16,CTCP Kinh doanh Than Miền Bắc – Vinacomin - HNX,TMB
16,CTCP Than Vàng Danh – Vinacomin - HNX,TVD
16,CTCP Vận tải và Chế biến Than Đông Bắc,VDB
17,CTCP Đầu tư bất động sản An Gia,AGG
17,CTCP Alphanam Ec,AME
17,CTCP Châu Á Thái Bình Dương,API
17,CTCP Thống Nhất,BAX
17,CTCP xây dựng và giao thông Bình Dương,BCE
17,CTCP Bamboo Capital,BCG
17,Tổng Công ty Đầu tư và Phát triển Công nghiệp,BCM
17,CTCP Xây dựng 47,C47
17,CTCP Xây dựng 1369,C69
17,CTCP Xây dựng và đầu tư 492,C92
17,CTCP Đầu Tư và Phát triển Đô Thị Dầu khí Cửu Long,CCL
17,CTCP Chương Dương,CDC
17,CTCP Xây dựng Hạ tầng CII,CEE
17,CTCP Tập đoàn CEO,CEO
17,CTCP COMA 18,CIG
17,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,CII
17,CTCP Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,CKG
17,CTCP CM Việt Nam,CMS
17,CTCP Đầu tư bất động sản thế kỷ,CRE
17,CTCP Tập đoàn Cotana,CSC
17,CTCP Xây dựng Coteccons,CTD
17,CTCP Đầu tư và phát triển Cường Thuận IDICO,CTI
17,Tổng CTCP đầu tư xây dựng và thương mại Việt Nam,CTX
17,CTCP Đầu tư và xây lắp Constrexim số 8,CX8
17,CTCP Địa ốc 11,D11
17,CTCP Phát triển đô thị công nghiệp số 2,D2D
17,CTCP đầu tư phát triển DIC số 2,DC2
17,CTCP Phát triển xây dựng Dic Holding,DC4
17,Tổng CTCP đầu tư và phát triển xây dựng,DIG
17,CTCP Đầu tư và phát triển xây dựng Hội An,DIH
17,CTCP Đạt Phương,DPG
17,CTCP DRH Holdings,DRH
17,CTCP Đệ Tam,DTA
17,CTCP Đầu tư và phát triển Thành Đạt,DTD
17,CTCP Tập đoàn Đất Xanh,DXG
17,CTCP Tập đoàn Everland,EVG
17,CTCP Fecon,FCN
17,CTCP Ngoại thương và phát triển đầu tư Tp Hồ Chí Minh,FDC
17,CTCP Địa ốc First Real,FIR
17,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,HAR
17,CTCP Hacisco,HAS
17,CTCP Tần đoàn xây dựng Hòa Bình,HBC
17,CTCP Phát triển nhà Bà Rịa Vũng Tàu,HDC
17,CTCP Tập đoàn Hà Đô,HDG
17,CTCP Đầu tư và phát triển Bất động sản Hudland,HLD
17,CTCP đầu tư Hải Phát,HPX
17,CTCP Tư vấn Thương mại Dịch vụ Địa Ốc Hoàng Quân,HQC
17,CTCP Đầu tư và phát triển Hạ tầng Idico,HTI
17,CTCP Hưng Thịnh Incons,HTN
17,CTCP Đầu tư và xây dựng Hud1,HU1
17,CTCP Đầu tư và xây dựng Hud3,HU3
17,CTCP Xây lắp Thừa Thiên Huế,HUB
17,CTCP Tasco,HUT
17,CTCP Đầu tư và công nghệ HVC,HVH
17,CTCP Xây dựng sông Hồng,ICG
17,CTCP đầu tư IDJ Việt Nam,IDJ
17,CTCP Phát triển hạ tầng Vĩnh Phúc,IDV
17,Công ty đầu tư và phát triển hạ tầng kỹ thuật,IJC
17,CTCP Đầu tư và công nghiệp Tân Tạo,ITA
17,CTCP Đầu tư và kinh doanh nhà,ITC
17,Tổng công ty phát triển đô thị Kinh Bắc,KBC
17,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,KDH
17,CTCP Kosy,KOS
17,CTCP tập đoàn đầu tư KTT,KTT
17,CTCP Lilama 10,L10
17,CTCP Licogi 14,L14
17,CTCP Đầu tư và xây dựng số 18,L18
17,CTCP cơ khí lắp máy Lilama,L35
17,CTCP Đầu tư và xây dựng 40,L40
17,CTCP Xây dựng Lilama 45 – 3,L43
17,CTCP Xây dựng Lilama 69 – 3,L61
17,CTCP Xây dựng Lilama 69 – 2,L62
17,CTCP Lắp máy – Thí nghiệm Cơ điện,LCD
17,CTCP Licogi 16,LCG
17,CTCP Licogi 166,LCS
17,CTCP Đầu tư LDG,LDG
17,Công ty bất động sản điện lực Miền Trung,LEC
17,CTCP đầu tư cầu đường CII,LGC
17,CTCP Đầu tư và phát triển đô thị Long Giang,LGL
17,CTCP Đầu tư và xây dựng thủy lợi Lâm Đồng,LHC
17,CTCP Long Hậu,LHG
17,CTCP Licogi 13,LIG
17,CTCP Lilama 7,LM7
17,CTCP Lilama 18,LM8
17,CTCP Đầu tư xây dựng Lương Tài,LUT
17,CTCP Đầu tư và Xây dựng BDC Việt Nam,MCO
17,CTCP Đầu tư MST,MST
17,CTCP Đầu tư Năm Bảy Bảy,NBB
17,CTCP Đầu tư phát triển Nhà Đà Nẵng,NDN
17,CTCP Xây lắp phát triển nhà Đà Nẵng,NDX
17,Công ty đầu tư phát triển nhà và đô thị Nam Hà Nội,NHA
17,CTCP đầu tư Nam Long,NLG
17,CTCP Tập đoàn Danh Khôi,NRC
17,CTCP Phát triển đô thị Từ Liêm,NTL
17,CTCP Tập đoàn Đầu tư Địa ốc No Va,NVL
17,CTCP Xây lắp Điện I,PC1
17,CTCP Phát triển Bất động sản Phát Đạt,PDR
17,CTCP Tập đoàn III Petrolimex,PEN
17,CTCP Xây dựng Phục Hưng Holdings,PHC
17,CTCP Dịch vụ kỹ thuật điện lực dầu khí Việt Nam,PPS
17,CTCP Đầu tư và xây dựng Bưu điện,PTC
17,CTCP Thiết kế xây dựng thương mại Phúc Thịnh,PTD
17,CTCP đầu tư và xây dựng dầu khí,PTL
17,CTCP Đầu tư PV 2,PV2
17,CTCP Đầu tư nhà đất,PVL
17,CTCP Xây dựng Công nghiệp và Dân dụng Dầu khí,PXI
17,CTCP kết cấu kim loại và lắp máy dầu khí,PXS
17,CTCP Quốc Cường Gia Lai,QCG
17,CTCP Công trình giao thông vận tải Quảng Nam,QTC
17,CTCP Địa ốc Chợ Lớn,RCL
17,CTCP Cơ điện lạnh,REE
17,CTCP Sông Đà 505,S55
17,CTCP Xây dựng số 5,SC5
17,CTCP SCI EC,SCI
17,CTCP Địa ốc Sài Gòn Thường Tín,SCR
17,CTCP Sông Đà 2,SD2
17,CTCP Sông Đà 4,SD4
17,CTCP Sông Đà 5,SD5
17,CTCP Sông Đà 6,SD6
17,CTCP Sông Đà 9,SD9
17,CTCP Sông Đà 10,SDT
17,CTCP Đầu tư và xây dựng phát triển đô thị sông Đà,SDU
17,CTCP Địa Ốc Sài Gòn,SGR
17,CTCP Sông Đà 1 – 01,SJC
17,CTCP Sông Đà 11,SJE
17,CTCP Đầu tư phát triển đô thị và khu công nghiệp Sông Đà,SJS
17,CTCP Kỹ Nghệ Lạnh,SRF
17,CTCP Sonadezi Long Bình,SZB
17,CTCP Sonadezi Châu Đức,SZC
17,CTCP Sonadezi Long Thành,SZL
17,CTCP Xây lắp Thành An 96,TA9
17,CTCP Đầu tư phát triển công nghiệp và vận tải,TCD
17,CTCP đầu tư dịch vụ tài chính Hoàng Huy,TCH
17,CTCP Phát triển và kinh doanh Bình Dương,TDC
17,CTCP Phát triển nhà Thủ Đức,TDH
17,CTCP Thái Holding,THD
17,CTCP Tập đoàn đầu tư Thăng Long,TIG
17,CTCP phát triển khu công nghiệp Tín Nghĩa,TIP
17,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,TIX
17,CTCP Xây dựng và kinh doanh địa ốc Tấn Kỳ,TKC
17,CTCP Thương Mại và dịch vụ TNS Holdings,TN1
17,CTCP dịch vụ kỹ thuật Viễn Thông,TST
17,CTCP Tổng công ty Thăng Long,TTL
17,CTCP Xây dựng và Phát triển tỉnh Bà Rịa Vũng Tàu,UDC
17,CTCP Xây dựng số 12,V12
17,CTCP Vinaconex 21,V21
17,CTCP xây dựng số 1,VC1
17,CTCP Đầu tư và xây dựng Vina2,VC2
17,CTCP tập đoàn Nam Mê Kông,VC3
17,CTCP Xây dựng và đầu tư Visicons,VC6
17,CTCP tập đoàn BGI,VC7
17,CTCP Xây dựng số 9,VC9
17,CTCP Vinaconex 25,VCC
17,CTCP xuất nhập khẩu và xây dựng Việt Nam,VCG
17,CTCP Xây dựng điện Vneco 1,VE1
17,CTCP Xây dựng điện Vneco2,VE2
17,CTCP Xây dựng điện Vneco3,VE3
17,CTCP Xây dựng điện Vneco4,VE4
17,CTCP Xây dựng điện Vneco 8,VE8
17,CTCP Vinhomes,VHM
17,CTCP Tập đoàn Vingroup,VIC
17,CTCP Vimeco,VMC
17,CTCP khoáng sản đầu tư Visaco,VMI
17,CTCP Xây dựng điện Việt Nam,VNE
17,CTCP Vạn Phát Hưng,VPH
17,CTCP Đầu tư Văn Phú,VPI
17,CTCP Bất động sản và đầu tư VRC,VRC
17,CTCP Vincom Retail,VRE
17,CTCP Đầu tư và xây dựng cấp thoát nước,VSI
17,CTCP Xây dựng Vật Liệu Bến Tre,VXB
18,CTCP Xuất nhập khẩu Nông sản Thực phẩm An Giang - Upcom,AFX
18,CTCP Xuất Nhập khẩu An Giang - HOSE,AGM
18,CTCP Rau quả Thực phẩm An Giang - Upcom,ANT
18,CTCP Chiếu xạ An Phú - HOSE,APC
18,CTCP Nông sản thực phẩm Quảng Ngãi - Upcom,APF
18,CTCP Nông nghiệp BAF Việt Nam - HOSE,BAF
18,CTCP Bibica - HOSE,BBC
18,CTCP Thực phẩm Bích Chi - HNX,BCF
18,Tổng CTCP Bia - Rượu - Nước giải khát Hà Nội - HOSE,BHN
18,CTCP Lương thực Bình Định - Upcom,BLT
18,CTCP Bột mỳ Vinafood 1 - Upcom,BMV1
18,CTCP Đầu tư Sản xuất Bảo Ngọc - HNX,BNA
18,Cty Cổ phần Bia Sài Gòn - Sông Lam - Upcom,BSL
18,CTCP Đồ hộp Hạ Long - HNX,CAN
18,CTCP Lâm Nông sản Thực phẩm Yên Bái - HNX,CAP
18,Cty Cổ phần Thực phẩm Cholimex - Upcom,CMF
18,CTCP Lương thực Thực phẩm Colusa-Miliket - Upcom,CMN
18,CTCP Tập đoàn Dabaco Việt Nam - HOSE,DBC
18,CTCP Lương thực Thành phố Hồ Chí Minh - Upcom,FCS
18,CTCP Xuất Nhập Khẩu Lương Thực – Thực Phẩm Hà Nội - Upcom,FHN
18,CTCP Thực phẩm Sao Ta - HOSE,FMC
18,CTCP GTNfoods - HOSE,GTN
18,CTCP Bia Hà Nội - Hải Dương - HNX,HAD
18,CTCP Thương mại Bia Hà Nội - HNX,HAT
18,CTCP Rượu Hapro - Upcom,HAV
18,CTCP Bánh kẹo Hải Hà - HNX,HHC
18,CTCP Nông nghiệp và Thực phẩm Hà Nội – Kinh Bắc - Upcom,HKB
18,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai - HOSE,HNG
18,Cty Cổ phần Thực phẩm Quốc tế - Upcom,IFS
18,CTCP Tập đoàn KIDO - HSX,KDC
18,CTCP Đường Kon Tum - HNX,KTS
18,CTCP Chế biến hàng Xuất khẩu Long An - HSX,LAF
18,CTCP Mía Đường Lam Sơn - HOSE,LSS
18,CTCP Tập đoàn Masan - HSX,MSN
18,CTCP Tập đoàn MaSan - HOSE,MSN
18,CTCP Nafoods Group - HOSE,NAF
18,CTCP Nafoods Group - HSX,NAF
18,CTCP Tập đoàn Pan - HSX,PAN
18,Cty Cổ phần Đường Quảng Ngãi - Upcom,QNS
18,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn - HOSE,SAB
18,CTCP Lương thực Thực phẩm Safoco - HNX,SAF
18,CTCP Thành Thành Công - Biên Hòa - HOSE,SBT
18,CTCP Nước giải khát Chương Dương - HOSE,SCD
18,CTCP Xuất nhập khẩu Sa Giang - HNX,SGC
18,CTCP Nông nghiệp Hùng Hậu - HNX,SJ1
18,CTCP Mía Đường Sơn La - HNX,SLS
18,CTCP Bia Sài Gòn - Miền Trung - HOSE,SMB
18,Công ty Cổ phần Dầu Thực vật Tường An - HOSE,TAC
18,CTCP Nông nghiệp Công nghệ cao Trung An - HSX,TAR
18,CTCP Bia Hà Nội - Thanh Hóa - HNX,THB
18,CTCP Vinacafé Biên Hòa - HSX,VCF
18,CTCP Thực phẩm Lâm Đồng - HNX,VDL
18,CTCP Dược liệu và Thực phẩm Việt Nam - HNX,VHE
18,CTCP Lương thực Thực phẩm Vĩnh Long - Upcom,VLF
18,CTCP Sữa Việt Nam - HSX,VNM
18,Tổng Công ty Lương thực Miền Nam – CTCP - Upcom,VSF
18,Cty Cổ phần Việt Nam Kỹ nghệ súc sản - Upcom,VSN
19,CTCP Truyền thông VMG,ABC
19,Tổng Công ty Chuyển phát nhanh Bưu Điện - CTCP,EMS
19,CTCP Dịch vụ kỹ thuật Mobifone,MFS
19,"CTCP Công nghệ thông tin, viễn thông và tự động hóa dầu khí",PAI
19,CTCP tin học viễn thông Petrolimex,PIA
19,CTCP Viễn thông FPT,POX
19,CTCP dịch vụ viễn thông và in Bưu Điện,PTP
19,CTCP Công nghệ và truyền thông Việt Nam,TTN
19,Tổng CTCP đầu tư Quốc tế Viettel,VGI
20,CTCP Mĩ thuật và Truyền thông,ADC
20,CTCP Clever Group,ADG
20,CTCP Clever Group,ADG
20,CTCP Văn hóa Tân Bình,ALT
20,CTCP Sách và Thiết bị Bình Định,BDB
20,CTCP Sách và Thiết bị trường học Đà Nẵng,BED
20,CTCP Sách – Thiết bị Bình Thuận,BST
20,CTCP Truyền hình cáp Việt Nam,CAB
20,CTCP TỔNG CÔNG TY TRUYỀN HÌNH CÁP VIỆT NAM,CAB
20,CTCP Đầu tư và Phát triển giáo dục Đà Nẵng,DAD
20,"CTCP Sách Giáo dục tại TP,Đà Nẵng",DAE
20,Công ty TNHH MTV Sách và Thiết bị trường học tỉnh Đắk Nông,DNB
20,CTCP Công viên nước Đầm Sen,DSN
20,CTCP Đầu tư Sao Thăng Long,DST
20,CTCP Sách Giáo dục tại Thành phố Hà Nội,EBS
20,CTCP Bản đồ và Tranh ảnh Giáo dục,ECI
20,CTCP Đầu tư và Phát triển Giáo dục Hà Nội,EID
20,CTCP Dịch vụ Xuất bản Giáo dục Hà Nội,EPH
20,CTCP Phát hành sách thành phố Hồ Chí Minh – FAHASA,FHS
20,CTCP Dịch vụ trực tuyến FPT,FOC
20,CTCP Sách và Thiết bị trường học Hà Nội,HAB
20,CTCP Sách Đại học – Dạy nghề,HEV
20,CTCP in sách giáo khoa Hòa Phát,HTP
20,CTCP In Tổng hợp Bình Dương,IBD
20,Công ty TNHH MTV In báo Nghệ An,IBN
20,CTCP In Hàng không,IHK
20,CTCP In số 4,IN4
20,CTCP In và Phát hành biểu mẫu thống kê,IPH
20,CTCP Sách và Thiết bị Trường học Long An,LBE
20,CTCP Sách và Thiết bị giáo dục miền Bắc,NBE
20,CTCP Văn hóa Phương Nam,PNC
20,CTCP Sách và Thiết bị trường học Quảng Ninh,QST
20,CTCP đầu tư PV-Inconess,RGC
20,CTCP In sách giáo khoa TP Hồ Chí Minh,SAP
20,CTCP Đầu tư và Phát triển giáo dục Phương Nam,SED
20,CTCP Sách Giáo dục tại thành phố Hồ Chí Minh,SGD
20,CTCP Khách sạn Sài Gòn,SGH
20,CTCP Sách và thiết bị giáo dục Miền Nam,SMN
20,"CTCP Sách và Thiết bị trường học Tp, Hồ Chí Minh",STC
20,CTCP phát hành sách Thái Nguyên,STH
20,CTCP Đo đạc và Khoáng sản,SUM
20,CTCP In Sách Giáo Khoa tại TP Hà Nội,TPH
20,CTCP Du lịch - Thương mại Tây Ninh,TTT
20,CTCP Trung tâm hội chợ triển lãm Việt Nam,VEF
20,CTCP Sách Việt Nam,VNB
20,CTCP Quảng cáo và Hội chợ thương mại,VNX
20,CTCP VINAPRINT,VPR
20,CTCP tập đoàn Yeah1,YEG
21,Tập đoàn Công nghiệp cao su Việt Nam,GVR
21,Công ty CP cao su Hòa Bình,HRC
21,CTCP cao su Phước Hòa,PHR
21,Công ty CP Công nghiệp và xuất nhập khẩu cao su,RBC
21,Công ty CP cao su Bến Thành,BRC
21,Công ty CP cao su Bà Rịa,BRR
21,Công ty CP Xây dựng cao su Đồng Nai,CDR
21,CTCP Công nghiệp Cao su Miền Nam,CSM
21,Công ty CP Cao su Đồng Phú,DPR
21,Công ty CP cao su Đà Nẵng,DRC
21,Công ty CP cao su Đắk Lắk,DRG
21,Công ty CP Đầu tư cao su Đăk Lăk,DRI
21,Công ty CP Đầu tư cao su Đắk Lắk,DRI
21,Tập đoàn Công nghiệp cao su Việt Nam,GVR
21,Công ty CP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,HNG
21,Công ty CP cao su Hòa Bình,HRC
21,Công ty CP Cao su Hà Nội,HRG
21,Công ty CP Cao su Công nghiệp,IRC
21,Công ty CP cao su Phước Hòa,PHR
21,Công ty CP Công nghiệp và xuất nhập khẩu cao su,RBC
21,Công ty CP xây dựng Địa ốc cao su,RCD
21,Công ty CP Xây dựng – địa ốc cao su,RCD
21,Công ty CP cao su Tân Biên,RTB
21,Công ty CP Đầu tư Cao su Tân Biên,RTB
21,Công ty CP Cao su Sông Bé,SBR
21,CTCP Cao su Sao Vàng,SRC
21,Công ty CP cao su Thống Nhất,TNC
21,Công ty CP Cao su Tây Ninh,TRC
21,Công ty CP cao su Quảng Nam,VHG
21,Công ty CP Đầu tư cao su Quảng Nam,VHG
21,Công ty CP Phát triển đô thị và khu công nghiệp cao su Việt Nam,VRG
